순번,CATEID,KAKAO_RY_BG_ZCD,KAKAO_RY_MD_ZCD,KAKAO_RY_SL_ZCD,CATEID_NM,KAKAO_RY_BG_ZCD_NM,KAKAO_RY_MD_ZCD_NM,KAKAO_RY_SL_ZCD_NM,NAME1,NAME2,NAME3,CATENAME
,카카오업종코드,카카오업종대분류코드,카카오업종중분류코드,카카오업종소분류코드,카카오업종코드명,카카오업종대분류명,카카오업종중분류명,카카오업종소분류명,카카오업종분류명1,카카오업종분류명2,카카오업종분류명3,카카오업종분류명
2079,2882,9,158,,치킨,음식점,치킨,,음식점,치킨,오븐에꾸운닭,오븐에꾸운닭
2080,3112,9,158,,치킨,음식점,치킨,,음식점,치킨,위드락치킨,위드락치킨
2081,22351,9,158,,치킨,음식점,치킨,,음식점,치킨,작살치킨,작살치킨
2082,3086,9,158,,치킨,음식점,치킨,,음식점,치킨,장모님치킨,장모님치킨
2083,22427,9,158,,치킨,음식점,치킨,,음식점,치킨,지코바,지코바
2084,496,9,158,,치킨,음식점,치킨,,음식점,치킨,처갓집양념치킨,처갓집양념치킨
2085,22387,9,158,,치킨,음식점,치킨,,음식점,치킨,충만치킨,충만치킨
2086,3317,9,158,,치킨,음식점,치킨,,음식점,치킨,치르치르,치르치르
2087,3380,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨더플,치킨더플
2088,17237,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨더홈,치킨더홈
2089,3379,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨마루,치킨마루
2090,2979,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨매니아,치킨매니아
2091,22382,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨시대,치킨시대
2092,3084,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨신드롬,치킨신드롬
2093,3222,9,158,,치킨,음식점,치킨,,음식점,치킨,치킨퐁,치킨퐁
2094,3121,9,158,,치킨,음식점,치킨,,음식점,치킨,코리안바베큐,코리안바베큐
2095,22391,9,158,,치킨,음식점,치킨,,음식점,치킨,콩닥콩닭,콩닥콩닭
2096,3128,9,158,,치킨,음식점,치킨,,음식점,치킨,큰통치킨,큰통치킨
2097,22314,9,158,,치킨,음식점,치킨,,음식점,치킨,투존치킨,투존치킨
2098,3056,9,158,,치킨,음식점,치킨,,음식점,치킨,티바두마리치킨,티바두마리치킨
2099,18224,9,158,,치킨,음식점,치킨,,음식점,치킨,파닭에파무쳐,파닭에파무쳐
2100,810,9,158,,치킨,음식점,치킨,,음식점,치킨,페리카나,페리카나
2101,3289,9,158,,치킨,음식점,치킨,,음식점,치킨,푸다기,푸다기
2102,22358,9,158,,치킨,음식점,치킨,,음식점,치킨,피니치니,피니치니
2103,811,9,158,,치킨,음식점,치킨,,음식점,치킨,핫썬치킨,핫썬치킨
2104,3290,9,158,,치킨,음식점,치킨,,음식점,치킨,햇살치킨,햇살치킨
2105,22227,9,158,,치킨,음식점,치킨,,음식점,치킨,호식이두마리치킨,호식이두마리치킨
2106,17241,9,158,,치킨,음식점,치킨,,음식점,치킨,호치킨,호치킨
2107,22377,9,158,,치킨,음식점,치킨,,음식점,치킨,화덕에꾸운닭,화덕에꾸운닭
2108,2608,9,158,,치킨,음식점,치킨,,음식점,치킨,훌랄라,훌랄라
2109,86,9,86,,카페,음식점,카페,,음식점,카페,,카페
2110,18235,9,86,,카페,음식점,카페,,음식점,카페,공차,공차
2111,22460,9,86,,카페,음식점,카페,,음식점,카페,그리다꿈,그리다꿈
2112,616,9,86,,카페,음식점,카페,,음식점,카페,다방,다방
2113,3279,9,86,,카페,음식점,카페,,음식점,카페,델리뉴스,델리뉴스
2114,22257,9,86,,카페,음식점,카페,,음식점,카페,백설공주,백설공주
2115,499,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,생과일전문점
2116,22449,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,리치망고
2117,3255,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,망고식스
2118,2601,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,스무디킹
2119,3345,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,잠바주스
2120,22455,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,쥬씨
2121,1804,9,86,499,생과일전문점,음식점,카페,생과일전문점,음식점,카페,생과일전문점,캔모아
2122,22410,9,86,,카페,음식점,카페,,음식점,카페,오설록 티하우스,오설록 티하우스
2123,288,9,86,288,전통찻집,음식점,카페,전통찻집,음식점,카페,전통찻집,전통찻집
2124,3220,9,86,288,전통찻집,음식점,카페,전통찻집,음식점,카페,전통찻집,오가다
2125,22448,9,86,,카페,음식점,카페,,음식점,카페,카페마마스,카페마마스
2126,28,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피전문점
2127,2883,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,가배두림
2128,3389,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,구스토커피
2129,2967,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,글로리아진스커피
2130,922,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,까페라리
2131,2958,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,네스카페
2132,2600,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,다빈치
2133,18431,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,달콤커피
2134,22454,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,더 바빈스
2135,22327,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,더착한커피
2136,22393,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,더카페
2137,3337,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,드롭탑
2138,22963,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,디에떼 에스프레소
2139,2962,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,디초콜릿커피
2140,3095,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,라떼킹
2141,3142,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,민들레영토
2142,3032,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,빈스빈스
2143,22285,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,빽다방
2144,726,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,세븐몽키스
2145,173,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,스위트번스
2146,174,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,스타벅스
2147,3234,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,슬립리스인시애틀
2148,3147,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,아리스타 커피
2149,2972,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,앤하우스
2150,22276,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,에이미스커피
2151,621,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,엔제리너스
2152,923,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,이디야커피
2153,175,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,일리
2154,619,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,자바씨티
2155,3125,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,주커피
2156,2642,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카리부커피
2157,3074,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페7그램
2158,3251,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페글렌
2159,22236,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페드림
2160,3185,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페루미
2161,620,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페베네
2162,500,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페쎄리오
2163,3426,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페아모제
2164,3371,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,카페컴온
2165,3151,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피니
2166,3216,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피마마
2167,3429,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피베이
2168,812,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피빈
2169,18222,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커피에반하다
2170,2749,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,커핀 그루나루
2171,176,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,탐앤탐스
2172,17239,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,토프레소
2173,725,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,투썸플레이스
2174,289,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,파스쿠찌
2175,18234,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,폴바셋
2176,924,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,프라우스타
2177,22390,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,하겐커피
2178,502,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,할리스커피
2179,3316,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,핸즈커피
2180,3206,9,86,28,커피전문점,음식점,카페,커피전문점,음식점,카페,커피전문점,홈스테드
2181,18162,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,테마카페
2182,921,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,갤러리카페
2183,3195,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,오시정
2184,18212,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,고양이카페
2185,2890,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,고양이 다락방
2186,723,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,드레스카페
2187,22468,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,디저트카페
2188,22484,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,디저트39
2189,1576,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,로티보이
2190,3349,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,마노핀
2191,22200,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,설빙
2192,3298,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,아이스빈
2193,3361,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,아자부
2194,22328,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,옥루몽
2195,22469,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,코코브루니
2196,22247,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,투더디프런트
2197,22447,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,호미빙
2198,617,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,떡카페
2199,22243,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,예다손
2200,22286,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,라이브카페
2201,23271,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,만화카페
2202,497,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,베이커리카페
2203,498,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,보드카페
2204,618,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,북카페
2205,22974,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,커피랑도서관
2206,397,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,사주카페
2207,724,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,애견카페
2208,2937,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,키즈카페
2209,2942,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,리틀베어
2210,2936,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,어린농부 딸기가 좋아
2211,2941,9,86,18162,테마카페,음식점,카페,테마카페,음식점,카페,테마카페,어린왕자
2212,123,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,,패밀리레스토랑
2213,398,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,T.G.I.FRiDAYS,T.G.I.FRiDAYS
2214,2662,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,마켓오레스토랑,마켓오레스토랑
2215,1171,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,매드포갈릭,매드포갈릭
2216,179,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,빕스,빕스
2217,623,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,세븐스프링스,세븐스프링스
2218,291,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,아웃백스테이크하우스,아웃백스테이크하우스
2219,400,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,애슐리,애슐리
2220,22380,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,요남자,요남자
2221,3291,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,조인쉐프뉴욕,조인쉐프뉴욕
2222,813,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,캘리포니아피자키친,캘리포니아피자키친
2223,2897,9,123,,패밀리레스토랑,음식점,패밀리레스토랑,,음식점,패밀리레스토랑,한스델리,한스델리
2224,41,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,,패스트푸드
2225,926,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,KFC,KFC
2226,2616,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,뉴욕핫도그앤커피,뉴욕핫도그앤커피
2227,624,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,롯데리아,롯데리아
2228,3101,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,맘스터치,맘스터치
2229,814,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,맥도날드,맥도날드
2230,22992,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,명랑핫도그,명랑핫도그
2231,3261,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,미스앤미스터포테이토,미스앤미스터포테이토
2232,815,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,버거킹,버거킹
2233,2602,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,스테프핫도그,스테프핫도그
2234,3014,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,아이리시 포테이토,아이리시 포테이토
2235,625,9,41,,패스트푸드,음식점,패스트푸드,,음식점,패스트푸드,파파이스,파파이스
2236,22322,9,22322,,푸드코트,음식점,푸드코트,,음식점,푸드코트,,푸드코트
2237,474,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,,퓨전요리
2238,22238,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,니뽕내뽕,니뽕내뽕
2239,3027,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,루나리치,루나리치
2240,3243,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,스토브,스토브
2241,3066,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,아비꼬,아비꼬
2242,1558,9,474,,퓨전요리,음식점,퓨전요리,,음식점,퓨전요리,오므토토마토,오므토토마토
2243,700,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,퓨전일식
2244,3173,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,더오니기리
2245,3292,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,돈호야
2246,3313,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,모모타로
2247,3180,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,벤또랑
2248,2953,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,오니기리와 이규동
2249,3367,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,테리야끼
2250,2751,9,474,700,퓨전일식,음식점,퓨전요리,퓨전일식,음식점,퓨전요리,퓨전일식,후게츠
2251,719,9,474,719,퓨전중식,음식점,퓨전요리,퓨전중식,음식점,퓨전요리,퓨전중식,퓨전중식
2252,2779,9,474,719,퓨전중식,음식점,퓨전요리,퓨전중식,음식점,퓨전요리,퓨전중식,객잔차이나
2253,1563,9,474,719,퓨전중식,음식점,퓨전요리,퓨전중식,음식점,퓨전요리,퓨전중식,차이나팩토리
2254,1085,9,474,719,퓨전중식,음식점,퓨전요리,퓨전중식,음식점,퓨전요리,퓨전중식,홀리차우
2255,406,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,퓨전한식
2256,3019,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,라이스스토리
2257,17207,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,본죽&본비빔밥cafe
2258,3186,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,비비고
2259,3293,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,스쿨스토어
2260,2739,9,474,406,퓨전한식,음식점,퓨전요리,퓨전한식,음식점,퓨전요리,퓨전한식,홍가네 해물떡찜
2261,124,9,124,,한식,음식점,한식,,음식점,한식,,한식
2262,293,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,감자탕
2263,22388,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,가얏골감자탕
2264,3436,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,남다른감자탕
2265,3161,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,누리마을 감자탕
2266,3362,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,두리맛 감자탕
2267,1805,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,원당감자탕
2268,1365,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,이바돔
2269,3423,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,장금이감자탕
2270,1806,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,조마루
2271,3017,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,참이맛감자탕
2272,17227,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,통뼈감자탕
2273,1186,9,124,293,감자탕,음식점,한식,감자탕,음식점,한식,감자탕,행복추풍령감자탕
2274,18163,9,124,18163,곰탕,음식점,한식,곰탕,음식점,한식,곰탕,곰탕
2275,371,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,국밥
2276,22355,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,돈수백
2277,22379,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,삼시세때
2278,22472,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,육대장
2279,22969,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,이화수전통육개장
2280,22463,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,전주현대옥
2281,3077,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,진배기 할매순대국밥
2282,3090,9,124,371,국밥,음식점,한식,국밥,음식점,한식,국밥,한모둠
2283,819,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,국수
2284,2606,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,국수나무
2285,2862,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,만복국수집
2286,3047,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,망향비빔국수
2287,1367,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,명동칼국수
2288,2670,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,명동할머니국수
2289,22372,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,미사리밀빛초계국수
2290,2935,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,미정국수0410
2291,3305,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,봉채국수
2292,17232,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,소담비빔국수
2293,1368,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,소호정
2294,1276,9,124,819,국수,음식점,한식,국수,음식점,한식,국수,호면당
2295,234,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,냉면
2296,22385,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,면채반
2297,3118,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,설원칡냉면
2298,18415,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,유천냉면
2299,3041,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,육쌈냉면
2300,1735,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,화평동왕냉면
2301,3003,9,124,234,냉면,음식점,한식,냉면,음식점,한식,냉면,후원 함흥냉면
2302,402,9,124,402,두부전문점,음식점,한식,두부전문점,음식점,한식,두부전문점,두부전문점
2303,1371,9,124,402,두부전문점,음식점,한식,두부전문점,음식점,한식,두부전문점,LA북창동순두부
2304,1195,9,124,,한식,음식점,한식,,음식점,한식,본비빔밥,본비빔밥
2305,821,9,124,821,사철탕^영양탕,음식점,한식,사철탕^영양탕,음식점,한식,사철탕^영양탕,사철탕^영양탕
2306,823,9,124,823,설렁탕,음식점,한식,설렁탕,음식점,한식,설렁탕,설렁탕
2307,2672,9,124,823,설렁탕,음식점,한식,설렁탕,음식점,한식,설렁탕,본가신촌설렁탕
2308,1698,9,124,823,설렁탕,음식점,한식,설렁탕,음식점,한식,설렁탕,신선설농탕
2309,3417,9,124,823,설렁탕,음식점,한식,설렁탕,음식점,한식,설렁탕,신촌설렁탕
2310,1191,9,124,823,설렁탕,음식점,한식,설렁탕,음식점,한식,설렁탕,한촌설렁탕
2311,18164,9,124,18164,수제비,음식점,한식,수제비,음식점,한식,수제비,수제비
2312,507,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,순대
2313,3208,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,강창구찹쌀진순대
2314,22451,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,담소 소사골 순대
2315,1192,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,무봉리토종순대국
2316,3088,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,병천황토방순대
2317,1193,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,신의주찹쌀순대
2318,22982,9,124,507,순대,음식점,한식,순대,음식점,한식,순대,큰맘할매순대국
2319,404,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,쌈밥
2320,3040,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,고궁
2321,3171,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,러빙헛
2322,3373,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,신촌알쌈
2323,3110,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,쌈촌
2324,17267,9,124,404,쌈밥,음식점,한식,쌈밥,음식점,한식,쌈밥,원조쌈밥집
2325,18165,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,육류^고기
2326,929,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,갈비
2327,3205,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,2막5장 오돌뼈와왕막창
2328,3046,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,3초삽 삼겹살
2329,3007,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,강호동 백정
2330,2873,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,강호동 육칠팔
2331,3178,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,구이가
2332,3053,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,군삼겹
2333,3342,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,굼터상회
2334,22277,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,그램그램
2335,3034,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,나노갈매기
2336,3406,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,날마다꿀갈비
2337,3036,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,논골집
2338,22359,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,놀란돼지
2339,1364,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,놀부항아리갈비
2340,3409,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,대박집
2341,2894,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,더팬달인갈매기
2342,2772,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,도네누
2343,3063,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,돈데이
2344,3375,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,돈부락
2345,1184,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,떡삼시대
2346,17245,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,맘보집
2347,17201,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,목우촌웰빙마을
2348,3049,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,벌집삼겹살
2349,1578,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,벽제갈비
2350,2775,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,보리네생고깃간
2351,2987,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,본가
2352,3117,9,124,18165,육류^고기,음식점,한식,육류^고기,음식점,한식,육류^고기,삼김
